


   t (Gyr) =  0.001
-----------------------------------------------------------------------------------------
    M/Ms	Teff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
  0.9000  3834.   -0.38   4.06 102.47  0.0000  0.8970       3.959       3.184       3.015
  0.9500  3871.   -0.34   4.05 105.77  0.0000  0.9220       3.861       3.090       2.922
  1.0000  3919.   -0.30   4.05 108.31  0.0000  0.9380       3.772       3.007       2.842
  1.0500  4004.   -0.24   4.06 110.69  0.0000  0.9480       3.663       2.913       2.752
  1.1000  4051.   -0.20   4.06 112.89  0.0000  0.9540       3.607       2.870       2.704
  1.1500  4100.   -0.17   4.06 114.79  0.0000  0.9610       3.557       2.834       2.663
  1.2000  4147.   -0.13   4.06 117.31  0.0000  0.9700       3.475       2.762       2.596
  1.3000  4248.   -0.05   4.06 122.39  0.0000  0.9830       3.309       2.618       2.463
  1.4000  4358.    0.04   4.05 128.78  0.0000  0.9910       3.119       2.460       2.315
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.007
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   421.   -6.24   2.82   9.99  1.0000  1.0000      19.875      19.264      21.958
  0.0010   592.   -5.69   3.16   9.55  1.0000  1.0000      17.325      16.980      17.562
  0.0020   825.   -5.10   3.45   9.70  1.0000  1.0000      15.454      15.123      14.679
  0.0030  1007.   -4.73   3.61   9.94  1.0000  1.0000      14.408      14.038      13.496
  0.0040  1164.   -4.46   3.71  10.19  1.0000  1.0000      13.666      13.241      12.768
  0.0050  1300.   -4.25   3.79  10.43  1.0000  1.0000      13.099      12.620      12.195
  0.0060  1430.   -4.06   3.85  10.66  1.0000  1.0000      12.629      12.127      11.716
  0.0070  1555.   -3.89   3.89  10.94  1.0000  1.0000      12.183      11.687      11.251
  0.0080  1665.   -3.75   3.93  11.20  1.0000  1.0000      11.821      11.335      10.873
  0.0090  1766.   -3.63   3.96  11.46  1.0000  1.0000      11.515      11.043      10.568
  0.0100  1860.   -3.52   3.98  11.74  1.0000  1.0000      11.245      10.786      10.309
  0.0120  2014.   -3.34   4.02  12.37  0.9900  1.0000      10.788      10.351       9.888
  0.0150  2221.   -3.07   4.01  13.90  0.9200  1.0000      10.173       9.715       9.288
  0.0200  2447.   -2.68   3.92  17.78  0.6350  1.0000       9.289       8.841       8.448
  0.0300  2621.   -2.30   3.83  24.17  0.1790  1.0000       8.382       7.938       7.571
  0.0400  2764.   -2.24   3.99  23.28  0.0000  1.0000       8.311       7.844       7.486
  0.0500  2829.   -2.04   3.93  27.77  0.0000  1.0000       7.847       7.379       7.033
  0.0600  2887.   -2.05   4.05  26.61  0.0000  1.0000       7.870       7.394       7.060
  0.0700  2932.   -1.96   4.06  28.57  0.0000  1.0000       7.663       7.182       6.858
  0.0720  2940.   -1.94   4.06  28.93  0.0000  1.0000       7.626       7.144       6.822
  0.0750  2953.   -1.86   4.00  31.41  0.0000  1.0000       7.433       6.950       6.629
  0.0800  2968.   -1.88   4.06  30.44  0.0000  1.0000       7.482       6.996       6.680
  0.0900  2998.   -1.82   4.06  32.18  0.0000  1.0000       7.324       6.834       6.525
  0.1000  3023.   -1.71   4.02  35.68  0.0000  1.0000       7.073       6.577       6.273
  0.1100  3106.   -1.70   4.09  34.25  0.0000  1.0000       7.065       6.550       6.265
  0.1300  3144.   -1.60   4.09  37.39  0.0000  1.0000       6.829       6.301       6.025
  0.1500  3181.   -1.52   4.09  40.05  0.0000  1.0000       6.637       6.096       5.828
  0.1750  3214.   -1.43   4.09  43.49  0.0000  1.0000       6.417       5.863       5.603
  0.2000  3240.   -1.36   4.09  46.68  0.0000  1.0000       6.233       5.667       5.413
  0.2500  3294.   -1.23   4.08  52.34  0.0000  1.0000       5.922       5.331       5.089
  0.3000  3343.   -1.13   4.08  57.33  0.0000  0.9990       5.669       5.053       4.822
  0.3500  3397.   -1.03   4.08  61.92  0.0000  0.9980       5.441       4.797       4.577
  0.4000  3453.   -0.95   4.09  65.95  0.0000  0.9910       5.248       4.577       4.368
  0.4500  3502.   -0.87   4.09  70.02  0.0000  0.9770       5.068       4.374       4.175
  0.5000  3551.   -0.80   4.08  73.99  0.0000  0.9470       4.901       4.187       3.997
  0.5700  3605.   -0.72   4.09  78.71  0.0000  0.8460       4.715       3.981       3.799
  0.6000  3630.   -0.69   4.09  80.68  0.0000  0.7840       4.640       3.899       3.719
  0.6200  3644.   -0.66   4.09  82.10  0.0000  0.7540       4.590       3.845       3.666
  0.7000  3698.   -0.59   4.09  86.88  0.0000  0.7180       4.422       3.663       3.487
  0.7500  3737.   -0.54   4.09  90.16  0.0000  0.7520       4.312       3.547       3.373
  0.8000  3773.   -0.50   4.09  92.81  0.0000  0.7860       4.222       3.453       3.280
  0.8500  3807.   -0.45   4.09  95.63  0.0000  0.8250       4.131       3.359       3.187
  0.9000  3849.   -0.42   4.10  97.75  0.0000  0.8570       4.051       3.283       3.113
  0.9500  3884.   -0.37   4.09 101.10  0.0000  0.8950       3.949       3.183       3.016
  1.0000  3951.   -0.32   4.10 103.18  0.0000  0.9160       3.854       3.097       2.933
  1.0500  4020.   -0.28   4.10 105.26  0.0000  0.9300       3.768       3.025       2.861
  1.1000  4070.   -0.23   4.10 107.76  0.0000  0.9410       3.702       2.974       2.806
  1.1500  4123.   -0.19   4.10 109.99  0.0000  0.9530       3.632       2.917       2.748
  1.2000  4176.   -0.15   4.10 112.41  0.0000  0.9650       3.545       2.840       2.677
  1.3000  4290.   -0.06   4.09 118.32  0.0000  0.9810       3.351       2.673       2.521
  1.4000  4426.    0.04   4.07 125.17  0.0000  0.9910       3.132       2.494       2.355
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.008
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   409.   -6.30   2.83   9.89  1.0000  1.0000      20.107      19.477      22.403
  0.0010   576.   -5.74   3.17   9.48  1.0000  1.0000      17.525      17.161      17.911
  0.0020   796.   -5.17   3.46   9.61  1.0000  1.0000      15.638      15.317      14.935
  0.0030   972.   -4.80   3.62   9.81  1.0000  1.0000      14.607      14.260      13.721
  0.0040  1128.   -4.52   3.72  10.06  1.0000  1.0000      13.834      13.431      12.945
  0.0050  1265.   -4.31   3.80  10.28  1.0000  1.0000      13.252      12.798      12.367
  0.0060  1384.   -4.13   3.86  10.47  1.0000  1.0000      12.810      12.320      11.919
  0.0070  1502.   -3.97   3.91  10.69  1.0000  1.0000      12.388      11.893      11.482
  0.0080  1611.   -3.83   3.95  10.92  1.0000  1.0000      12.015      11.527      11.086
  0.0090  1712.   -3.71   3.98  11.16  1.0000  1.0000      11.702      11.224      10.760
  0.0100  1808.   -3.60   4.01  11.40  1.0000  1.0000      11.422      10.958      10.486
  0.0120  1979.   -3.39   4.04  12.03  0.9900  1.0000      10.923      10.483      10.020
  0.0150  2206.   -3.09   4.03  13.66  0.8800  1.0000      10.233       9.774       9.346
  0.0200  2446.   -2.69   3.93  17.66  0.5700  1.0000       9.307       8.859       8.465
  0.0300  2623.   -2.33   3.86  23.33  0.0860  1.0000       8.458       8.011       7.644
  0.0400  2754.   -2.31   4.05  21.63  0.0000  1.0000       8.479       8.011       7.654
  0.0500  2835.   -2.11   4.01  25.52  0.0000  1.0000       8.025       7.554       7.209
  0.0600  2881.   -2.10   4.10  25.11  0.0000  1.0000       8.001       7.524       7.191
  0.0700  2927.   -2.01   4.11  26.96  0.0000  1.0000       7.792       7.312       6.988
  0.0720  2935.   -2.00   4.11  27.30  0.0000  1.0000       7.755       7.273       6.951
  0.0750  2950.   -1.93   4.06  29.31  0.0000  1.0000       7.585       7.101       6.782
  0.0800  2965.   -1.93   4.11  28.70  0.0000  1.0000       7.611       7.125       6.809
  0.0900  2997.   -1.86   4.11  30.52  0.0000  1.0000       7.439       6.949       6.641
  0.1000  3023.   -1.77   4.07  33.48  0.0000  1.0000       7.210       6.715       6.411
  0.1100  3108.   -1.75   4.14  32.48  0.0000  1.0000       7.179       6.664       6.378
  0.1300  3146.   -1.65   4.14  35.45  0.0000  1.0000       6.945       6.417       6.140
  0.1500  3183.   -1.56   4.14  38.15  0.0000  1.0000       6.741       6.201       5.932
  0.1750  3217.   -1.47   4.13  41.42  0.0000  1.0000       6.521       5.968       5.707
  0.2000  3244.   -1.40   4.13  44.46  0.0000  1.0000       6.336       5.772       5.516
  0.2500  3296.   -1.27   4.13  49.85  0.0000  1.0000       6.027       5.440       5.196
  0.3000  3343.   -1.17   4.13  54.60  0.0000  0.9980       5.778       5.167       4.933
  0.3500  3396.   -1.07   4.13  58.99  0.0000  0.9920       5.550       4.913       4.690
  0.4000  3451.   -0.98   4.12  63.21  0.0000  0.9760       5.344       4.681       4.468
  0.4500  3503.   -0.91   4.12  67.12  0.0000  0.9390       5.162       4.475       4.273
  0.5000  3554.   -0.84   4.12  70.53  0.0000  0.8550       5.005       4.299       4.104
  0.5700  3612.   -0.75   4.12  75.41  0.0000  0.6790       4.805       4.077       3.892
  0.6000  3636.   -0.72   4.12  77.33  0.0000  0.6140       4.730       3.995       3.812
  0.6200  3652.   -0.70   4.13  78.23  0.0000  0.5740       4.691       3.953       3.771
  0.7000  3707.   -0.62   4.13  83.21  0.0000  0.6010       4.511       3.758       3.580
  0.7500  3746.   -0.58   4.13  85.91  0.0000  0.6480       4.412       3.653       3.477
  0.8000  3782.   -0.53   4.13  88.91  0.0000  0.7120       4.310       3.546       3.371
  0.8500  3819.   -0.49   4.13  91.70  0.0000  0.7690       4.214       3.448       3.276
  0.9000  3860.   -0.45   4.13  93.94  0.0000  0.8170       4.128       3.366       3.196
  0.9500  3897.   -0.40   4.13  96.93  0.0000  0.8650       4.031       3.270       3.102
  1.0000  3974.   -0.35   4.13  99.09  0.0000  0.8950       3.925       3.174       3.011
  1.0500  4036.   -0.30   4.13 101.36  0.0000  0.9140       3.845       3.109       2.944
  1.1000  4092.   -0.26   4.13 103.68  0.0000  0.9310       3.779       3.061       2.889
  1.1500  4151.   -0.22   4.13 105.86  0.0000  0.9470       3.693       2.986       2.820
  1.2000  4210.   -0.17   4.13 108.67  0.0000  0.9610       3.593       2.897       2.737
  1.3000  4343.   -0.06   4.11 115.12  0.0000  0.9800       3.372       2.710       2.563
  1.4000  4508.    0.06   4.09 122.94  0.0000  0.9900       3.113       2.501       2.368
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.009
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   399.   -6.35   2.84   9.78  1.0000  1.0000      20.320      19.678      22.834
  0.0010   556.   -5.81   3.18   9.39  1.0000  1.0000      17.793      17.403      18.380
  0.0020   768.   -5.24   3.47   9.51  1.0000  1.0000      15.841      15.528      15.289
  0.0030   942.   -4.87   3.62   9.72  1.0000  1.0000      14.773      14.445      13.913
  0.0040  1093.   -4.59   3.73   9.93  1.0000  1.0000      14.004      13.623      13.124
  0.0050  1222.   -4.38   3.81  10.13  1.0000  1.0000      13.437      13.013      12.576
  0.0060  1346.   -4.19   3.87  10.32  1.0000  1.0000      12.961      12.489      12.088
  0.0070  1464.   -4.03   3.92  10.52  1.0000  1.0000      12.538      12.049      11.652
  0.0080  1573.   -3.89   3.96  10.74  1.0000  1.0000      12.157      11.671      11.247
  0.0090  1674.   -3.76   4.00  10.95  1.0000  1.0000      11.838      11.358      10.908
  0.0100  1770.   -3.65   4.03  11.18  1.0000  1.0000      11.553      11.086      10.623
  0.0120  1948.   -3.44   4.06  11.76  0.9850  1.0000      11.041      10.598      10.135
  0.0150  2195.   -3.11   4.04  13.49  0.8350  1.0000      10.278       9.820       9.390
  0.0200  2445.   -2.70   3.94  17.53  0.5100  1.0000       9.325       8.876       8.483
  0.0300  2624.   -2.37   3.91  22.15  0.0221  1.0000       8.572       8.123       7.756
  0.0400  2743.   -2.36   4.10  20.42  0.0000  1.0000       8.614       8.145       7.789
  0.0500  2828.   -2.18   4.07  23.82  0.0000  1.0000       8.180       7.708       7.364
  0.0600  2875.   -2.15   4.15  23.83  0.0000  1.0000       8.119       7.643       7.310
  0.0700  2922.   -2.06   4.15  25.58  0.0000  1.0000       7.910       7.429       7.106
  0.0720  2930.   -2.04   4.15  25.91  0.0000  1.0000       7.873       7.391       7.069
  0.0750  2946.   -1.98   4.11  27.65  0.0000  1.0000       7.714       7.231       6.911
  0.0800  2961.   -1.98   4.15  27.37  0.0000  1.0000       7.716       7.230       6.915
  0.0900  2996.   -1.91   4.15  29.08  0.0000  1.0000       7.544       7.054       6.746
  0.1000  3023.   -1.81   4.12  31.74  0.0000  1.0000       7.324       6.828       6.525
  0.1100  3110.   -1.79   4.18  30.96  0.0000  1.0000       7.281       6.767       6.480
  0.1300  3148.   -1.69   4.18  33.79  0.0000  1.0000       7.048       6.521       6.243
  0.1500  3184.   -1.60   4.17  36.56  0.0000  1.0000       6.833       6.295       6.025
  0.1750  3220.   -1.51   4.17  39.68  0.0000  1.0000       6.614       6.062       5.800
  0.2000  3248.   -1.43   4.17  42.58  0.0000  1.0000       6.428       5.864       5.608
  0.2500  3300.   -1.31   4.16  47.73  0.0000  0.9990       6.119       5.534       5.289
  0.3000  3343.   -1.20   4.16  52.57  0.0000  0.9950       5.861       5.255       5.019
  0.3500  3395.   -1.11   4.16  56.81  0.0000  0.9810       5.634       5.003       4.778
  0.4000  3451.   -1.02   4.16  60.56  0.0000  0.9370       5.440       4.784       4.568
  0.4500  3503.   -0.94   4.16  64.33  0.0000  0.8510       5.257       4.577       4.371
  0.5000  3555.   -0.88   4.16  67.59  0.0000  0.6920       5.099       4.400       4.202
  0.5700  3617.   -0.79   4.16  72.25  0.0000  0.4750       4.896       4.175       3.987
  0.6000  3642.   -0.75   4.16  74.06  0.0000  0.4310       4.821       4.093       3.907
  0.6200  3656.   -0.73   4.16  75.38  0.0000  0.4270       4.771       4.038       3.853
  0.7000  3714.   -0.66   4.16  79.74  0.0000  0.4750       4.600       3.854       3.673
  0.7500  3753.   -0.61   4.16  82.73  0.0000  0.5580       4.490       3.736       3.558
  0.8000  3790.   -0.56   4.16  85.20  0.0000  0.6300       4.398       3.639       3.463
  0.8500  3830.   -0.52   4.16  88.03  0.0000  0.7090       4.294       3.534       3.361
  0.9000  3872.   -0.47   4.16  90.44  0.0000  0.7740       4.202       3.444       3.274
  0.9500  3917.   -0.42   4.16  93.53  0.0000  0.8370       4.093       3.337       3.170
  1.0000  3993.   -0.37   4.16  95.80  0.0000  0.8750       3.984       3.237       3.075
  1.0500  4054.   -0.32   4.16  97.94  0.0000  0.8990       3.914       3.186       3.018
  1.1000  4114.   -0.28   4.16 100.51  0.0000  0.9230       3.833       3.122       2.951
  1.1500  4178.   -0.23   4.16 103.05  0.0000  0.9420       3.731       3.030       2.867
  1.2000  4250.   -0.18   4.15 105.85  0.0000  0.9590       3.621       2.935       2.779
  1.3000  4403.   -0.06   4.13 112.95  0.0000  0.9800       3.370       2.726       2.585
  1.4000  4606.    0.09   4.10 121.90  0.0000  0.9900       3.370       2.726       2.585
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.010
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   394.   -6.38   2.85   9.71  1.0000  1.0000      20.409      19.779      23.088
